tanggal,tweets,username,retweet,source,hashtags
2020-04-26 08:17:19,"@RizmaWidiono @aniesbaswedan Ada dahsyat awasi dana covid19 pemerintah sjmlh 405T Krn terinci dr dana pendidikan diambil, dana abadi haji diambil, hutang luar negeri jg... ambyaaar",JoseRizal86,0,Twitter for Android,[]
2020-04-26 08:17:16,"Patuhi prinsip-prinsip pencegahan•
Disiplin dalam penggunaan APD•
Pastikan kondisi sehat dalam melayani pasien COVID-19•
Berfikir positif dalam setiap kondisi•

#perawathebat
#bersatumelawancovid19… https://t.co/MbjjRtStms",DPP_PPNI,2,Instagram,"['perawathebat', 'bersatumelawancovid19']"
2020-04-26 08:16:41,96 Persen Narapidana Di AS Positif Covid-19 Tanpa Gejala https://t.co/evZos2tk8g,RMOLOfficial,3,Twitter for Android,[]
2020-04-26 08:16:32,"@DjanChoek Itu udah dibebaskan alih"" corona. Bukannya tambah baik, malah berulah lagi.",Shda_Agatha,0,Tweetbot for iΟS,[]
2020-04-26 08:16:00,"Corona kapan kelar yaak, kgn bgt piknik begini aseli 👉👈 https://t.co/FQpo1Jg3jR",imokinwoah,0,Twitter for Android,[]
2020-04-26 08:15:57,@inookkk Corona senang lihat ini :(,JunoDeriel,0,Twitter for Android,[]
2020-04-26 08:15:53,PSBB selamat dari corona mati karena kelaparan,Mutakhari,0,Twitter for iPhone,[]
2020-04-26 08:15:35,"@nataashhaa Yg sabar ya Nat, semoga pandemi ini cepat berlalu n semua kembali normal",jas4pan,0,Twitter for Android,[]
2020-04-26 08:15:32,Datalyst Center Indef menyampaikan hasil analisis Big Data mengenai sentimen masyarakat atas Kebijakan Pemeerintah tekait virus corona. https://t.co/sSziIUNWCG,iNewsID,1,dlvr.it,[]
2020-04-26 08:15:31,"Ramadhan kalini beda banget sama tahun kemarin. Setiap sore ngabuburit, deket2 lebaran mudik ke kampung. Solat idul fitri, maaf2an, kali ini sedih harus sabar, ga ketemu orangtua dan sanak sodara. semoga pandemi ini cepet berakhir ya allah amin",beryact28,1,Twitter for Android,[]
2020-04-26 08:15:28,"Selamat Hari Minggu,
Ada baiknya kita mengikuti anjuran untuk #tetapdirumah selama masa pandemi Covid19 agar bisa memutuskan rantai penularan virus di Indonesia.
Stay Safe dan Stay Healthy
.
.
.
.
#stayhome
#astridotoyota
#toyotaindonesia
#mobiljakarta
#staysafe
#covid19 https://t.co/yCtsKMPKtz",toyotaastrido,0,Twitter for Android,"['tetapdirumah', 'stayhome', 'astridotoyota', 'toyotaindonesia', 'mobiljakarta', 'staysafe', 'covid19']"
2020-04-26 08:15:25,"3. Di masa krisis Covid ini, banyak pengusaha dituntut bayar THR, padahal hitung2an bisnis sudah minus. Terus dituntut keluar uang tabungan pribadi? Hei, itu uang keluargamu lho, jatah anak istri orangtua adik kakak. Anda tidak bertanggungjawab bila uang dipakai untuk bayar THR",tessamba,0,Twitter for Android,[]
2020-04-26 08:15:18,Mahasiswa generasi pnerus bngsa melu tergerak dlam relawan kesehatan. kece skl ! #RelawanBergerakLawanCovid #RelawanBergerakLawanCovid https://t.co/7gQ3m4VheC,diannissa19,0,Twitter for iPad,"['RelawanBergerakLawanCovid', 'RelawanBergerakLawanCovid']"
2020-04-26 08:15:04,36 Peserta Ijtima Gowa dari Jateng Positif Virus Corona https://t.co/s5MKYBsS99,GATRA_News,1,GATRA.com,[]
2020-04-26 08:14:26,"Ada yang karena bosan, pengen sesuatu yg excited. Apa salahnya, ini kan teknologi. pake smartphone, sambil rebahan, dapat ribuan dollar. Kalau selesai #pandemi bisa untuk biayai liburan.",tigorsiagian,2,Twitter Web App,['pandemi']
2020-04-26 08:14:16,"Puji Tuhan, menghela napas dulu sejenak.

Update: 4 Kabar Baik soal Penanganan Virus Corona di Indonesia https://t.co/JV2Uydi7Mu",ernestprakasa,146,Twitter Web Client,[]
2020-04-26 08:13:52,"pemerintah begini amat si sama dokter. mikirin well-being nya para dokternya aja engga, trs even ttp mau all out bantu pandemi aja masih dipersulit.",clairealexand,1,Twitter for iPhone,[]
2020-04-26 08:13:51,Wabah seperti ini bisa meruntuhkan siapa pun yg tidak siap. Siap saja bisa goyah apalagi yg tidak. Semoga lekas ditemukan vaksin dan keadaan kembali normal,dewayana_syuken,0,Twitter for Android,[]
2020-04-26 08:13:44,"GUGUS TUGAS COVID-19 KAB. KEP. YAPEN BERIKAN PEMBINAAN KEPADA WARGA YANG BELUM TAATI ATURAN
https://t.co/btJLyvEKR9 https://t.co/8r8eeYAfcd",PadjajaranMedia,0,Twitter for Android,[]
2020-04-26 08:13:38,Hikma dari quarantine makeup jadi ga boros,nindaprilia,0,Twitter for Android,[]
2020-04-26 08:13:32,@kadangnaikvespa asik ya.. dan semoga ga ada yg minta gratisan terus²an pas rampung covid 😂😂,biangkerok,0,Twitter for Android,[]
2020-04-26 08:13:26,"Maksud pernyataan ini apa yaaa » ""Lockdown dan resesi ekonomi dunia sudah menghancurkan simpanan mereka. Hanya perlu satu ledakan lagi—seperti Covid-19—untuk mendorong mereka hingga jatuh. Sekarang kita harus… https://t.co/6eEAhQ5PPA",ayuyuliayang,0,Instagram,[]
2020-04-26 08:13:25,Aksi sosial berupa membagikan masker dan meresmikan tempat cuci tangan di Pasar Koba https://t.co/MTVQCDca5D,republikaonline,0,roltweet,[]
2020-04-26 08:13:23,"Hari minggumu gitu-gitu aja? Kangen acara pop event? @animefestasia punya hadiah nih buat kamu!

AFA Global Persembahkan AFA United, Obat Rindu Untuk Kamu Yang #Dirumahaja!

@Official_AFA_ID

https://t.co/8J4IFF0ZZM",JoyPixelID,1,Twitter for Android,['Dirumahaja']
2020-04-26 08:13:06,@LuwitaEmilly878 Waduuuh piye Yo wong koq ga takut Corona....  ??🙈🙈 https://t.co/J9g1D5tph4,Jokos_arbas,0,Twitter for Android,[]
2020-04-26 08:12:43,"Pulih Dari Covid-19, PM Inggris Akan Kembali Bekerja https://t.co/evuEjeYblP https://t.co/EBn7WLYD9W",anyarnewscom,0,WordPress.com,[]
2020-04-26 08:12:08,BNN Ungkap Penyelundupan Sabu dari Malaysia di Tengah Pandemi Covid-19 #TauCepatTanpaBatas #BeritaTerkini #Berita #News #BeritaNasional . https://t.co/xsyxx66D7t,okezonenews,1,OkezoneMobile,"['TauCepatTanpaBatas', 'BeritaTerkini', 'Berita', 'News', 'BeritaNasional']"
2020-04-26 08:12:02,"Di Tengah Pandemi Corona, Timnas Futsal Iran Bawa Kabar Baik https://t.co/bJXCSn0zw8",KompasBola,0,KOMPAS.com. .,[]
2020-04-26 08:11:50,PM Inggris Boris Johnson sempat menjalani perawatan intensif akibat Corona.  https://t.co/F84H1wc2Eu,republikaonline,1,roltweet,[]
2020-04-26 08:11:42,"Di Vietnam orang sudah mulai maen bola 😭

https://t.co/lvjQId2DrD",uswahabibah,0,Twitter for Android,[]
2020-04-26 08:11:34,"Enggan Jalani Isolasi Mandiri, ODP Covid-19 di Kota Jambi Akan Dijemput Paksa https://t.co/CRwindsXd8 https://t.co/6hWdTfOprJ",Beritasatu,4,beritasatu,[]
2020-04-26 08:11:31,@happy_gurlll Kota corona,tukangseblakkk,0,Twitter for Android,[]
2020-04-26 08:11:15,"Dampak Corona bisa membentuk produk asuransi yang baru nantinya, karena  belum pernah masuk dalam skema simulasi produk asuransi sebelumnya. Intinya nanti manusia perlu perlindungan finansial pd kondisi tak menentu.",deniocastafiore,0,Twitter for iPhone,[]
2020-04-26 08:11:08,"Bener banget Ramadhan tahun ini sangat berbeda dibandingkan tahun"" Kemarin, kalo tahun kemarin bisa berpetualang berburu takjil gratis di masjid-masjid. Sekarang harus di rumah karena pandemi ini tetap kondisi kesehatan kalian #dirumahaja #KebaikanAQUA https://t.co/BEWFbQKPzz",Juliant2207,0,Twitter for Android,"['dirumahaja', 'KebaikanAQUA']"
2020-04-26 08:11:06,"@officialJKT48 @_JKT48TeamKIII Gracia @S_GraciaJKT48 Kegiatan pertama kali apa yang kamu ingin lakukan setelah Covid 19 ini selesai bersama Team k3 ?

#QnAJKT48TeamKIII",egaariendra96,0,Twitter for Android,['QnAJKT48TeamKIII']
2020-04-26 08:11:04,"Bergerak Lawan Covid-19
#RelawanBergerakLawanCovid https://t.co/opll634439",LangitBayi,0,Twitter for Android,['RelawanBergerakLawanCovid']
2020-04-26 08:10:54,"Update COVID-19 DKI Minggu (26/4): 3.745 Kasus Positif, 338 Pasien Sembuh #merahputih #update #covid19 https://t.co/yM41rO35Js",newsmerahputih,0,TweetDeck,"['merahputih', 'update', 'covid19']"
2020-04-26 08:10:49,@cyber_entrance @AdutSuradut1 @DeNilo74 @ainunnajib Dan Gowa TERMASUK cluster terbesar penyebaran covid 19. Mulai langka terawih berarti masih ada kan? Ada Fatwa MUI lho. Masih juga,TommyKaliman,0,Twitter Web App,[]
2020-04-26 08:10:48,"Walau ga ada topik ya hanya saling ngeliat dan cekakak cekikik sebentar okelah. Semoga segera berlalu pandemi ini.

#stayathome
#distancing
#dirumahaja @ Jakarta, Indonesia https://t.co/dwZs7ApCPV",Ordelette,0,Instagram,"['stayathome', 'distancing', 'dirumahaja']"
2020-04-26 08:10:14,Unggah Video Maskapai Penuh Saat Wabah Corona: Bukan Panen Pujian yang Didapat Selebgram Ini  https://t.co/4JUZESoElW  #VanessaSurya #GlennFredly #BatikAir #LionAir #Selebgram #Covid19 #Corona,monitorindo,0,Twitter for Android,"['VanessaSurya', 'GlennFredly', 'BatikAir', 'LionAir', 'Selebgram', 'Covid19', 'Corona']"
2020-04-26 08:09:47,"@Kinanti_88 Sebuah signal klo JK mau maju sebagai Capres 2024,itupun klo Wabah Virus Corona sudah berlalu,,,,Belanda masih jauh Ki,,,,",WillyPrakarsa9,0,Twitter for iPhone,[]
2020-04-26 08:09:32,"Soal Vaksin &amp; Akhir Pandemi Covid-19, Bill Gates Kembali Bersuara! https://t.co/VhiL3P3F2h",lawjusticeco,0,dlvr.it,[]
2020-04-26 08:09:00,"Menikah di Tengah COVID-19, Ini Cara Zaskia Gotik Pastikan Pernikahannya Berlangsung Sakral dan Indah #merahputih #zaskiagotik https://t.co/40nOmY5kF2",newsmerahputih,0,Sprout Social,"['merahputih', 'zaskiagotik']"
2020-04-26 08:08:51,"tajir,bule,ganteng,famous
corona kelar bakal berubah demi dia. wkwk amin",salsa_402,0,Twitter for iPhone,[]
2020-04-26 08:08:40,@ellyaqul Bener kak Ellya. APmin juga mengharapkan Covid-19 ini cepat berlalu🙏. Tks. -Diki,contactap2,0,Twitter Web App,[]
2020-04-26 08:08:36,"Heart-wrenching, semoga khusnul khotimah dan syahid. Lahul Alfatihah.

https://t.co/pJX6s0HsIY",DianFatwa,1,Twitter Web Client,[]
2020-04-26 08:08:25,"@jokowi Rakyat lebih senang anggaran prakerja digunakan untuk menanggulangi wabah ini, masalah janji kampanye Anda dulu gagal ya itu resiko akibat lalai dan meremehkan wabah",IhsanRizki_48,0,Twitter for Android,[]
2020-04-26 08:08:05,"Badan Penanggulangan Bencana Daerah (BPBD) Kabupaten Mukomuko, akan perketat pegawasan setiap orang dari luar daerah di akses Lintas Sumatera. https://t.co/c37H7clPAP",iNewsID,0,dlvr.it,[]
2020-04-26 08:08:04,"Sebuah keluarga di Kota Guayaquil, Ekuador, kaget bukan kepalang setelah tahu jenazah yang mereka kremasi ternyata bukan kerabat. https://t.co/H179tLUh0W",iNewsID,0,dlvr.it,[]
2020-04-26 08:07:37,mungkin ga sih klo terus2an covid19 ampe akhir tahun bisa keulang lagi kerusuhan?,yuddioemarr,0,Twitter for iPhone,[]
2020-04-26 08:07:31,"Rabeea Syakhira Mecca 💞
Foto studio nya #dirumahaja di fotoin sama om @wardhanaluthfi terimakasih om 😁 @ Binong, Indonesia https://t.co/KPvetfItRU",MayaHrdynt,0,Instagram,['dirumahaja']
2020-04-26 08:06:59,@ismailfahmi kejadian di jakarta bbrapa waktu lalau fakta nyata..betapa pentingnya memelihara jiwa kaum muslimin ....ketika sebuah jamaah ta'lim dan 3 orang didalamnya positif covid..maka ratusan orang yg laian harus dikarantina..180an lebih tertular..,mitra_sendiri,0,Twitter for Android,[]
2020-04-26 08:06:45,"#SINDOpolling #MudikLebaran

Pemerintah resmi melarang mudik 2020 ke berbagai daerah di Indonesia. Hal ini dilakukan sebagai upaya untuk mengurangi penyebaran virus Corona. Bagaimana tanggapan Anda ?

https://t.co/7SD8WxVHcL https://t.co/eofQcve7if",MNCkoranSINDO,1,Twitter for Android,"['SINDOpolling', 'MudikLebaran']"
2020-04-26 08:06:43,"Wakil Presiden Chen Chien-jen, Tokoh Di Balik Keberhasilan Taiwan Tangani Covid-19

@TETO_Jakarta https://t.co/AQVCXrDPbz",RMOLOfficial,1,Twitter for Android,[]
2020-04-26 08:06:29,@dillah95 #dirumahaja ngamuk haha,iggopratama22,0,Twitter for iPhone,['dirumahaja']
2020-04-26 08:06:17,@timtamcoklatt semogaa corona cepet hilang biar kita semua bisa beraktifitas lg dan semua kembali normal! semoga tahun ini jadi lebih baik lagi aminnnn,neoculturetc,0,Twitter for iPhone,[]
2020-04-26 08:06:08,"Tulisan teteh @T2h_Okti
Kartini Era Pandemi, Harus Hadirkan Bahagia untuk Keluarga Saat Menyusui https://t.co/KCQq4GF6LQ",lidbahaweres,0,Twitter for Android,[]
2020-04-26 08:06:07,@dw_indonesia Penularan covid di makam berarti hoax. Buktinya mereka santuy aja tuh.,Jasoon27,0,Twitter for Android,[]
2020-04-26 08:05:59,"Ramadhan #dirumahaja begini enaknya baca buku Muhammad is My Hero agar anak"" lebih mengenal dan cinta akan sosok Nabi Muhammad ﷺ.

Oh iya bulan ini bisa dapet gratis MIXER loo.. bermanfaat banget buat mommies bikin… https://t.co/qXGkkR0QyX",WiildaNst,0,Instagram,['dirumahaja']
2020-04-26 08:05:40,"@muthiaash_ Gapapa de Corona aja dulu

Biar yg biasa mejeng ga pamer lagi depan gw",AronmotorH,0,Twitter Web App,[]
2020-04-26 08:05:28,Kim Dong Jun Donasikan Bayaran Jadi Bintang Iklan untuk Lawan COVID-19,RatnoWistu,0,Microsoft Power Platform,[]
2020-04-26 08:05:27,Jangan Mudik Kalau Tak Ingin Bawa Virus Corona ke Kampung,RatnoWistu,0,Microsoft Power Platform,[]
2020-04-26 08:05:27,"Efek Wabah Virus Corona, Pengerjaan Renovasi Santiago Bernabeu Makin Cepat",RatnoWistu,0,Microsoft Power Platform,[]
2020-04-26 08:05:25,Pimpinan DPRD DKI Usul Pemprov Bangun Rumah Sakit Khusus Covid-19 https://t.co/i1N2yee4L1,RMOLOfficial,0,Twitter for Android,[]
2020-04-26 08:05:12,"Disaat pandemi #Convid19 seperti skrng ini rasanya #PSBB tak berlaku bagi bocah² kampung Ibukota DKI Jkt dlm membangunkan warga sahur. Walau tujuannya baik nmn sebaiknya Ortu tak henti mengawasi, mengingatkan, anak² utk ttp memakai masker &amp; menjaga jarak. @aniesbaswedan @jokowi",febb_md,0,Twitter for Android,"['Convid19', 'PSBB']"
2020-04-26 08:04:52,Kalau masih ngeyel begini kapan putusnya mata rantai covid-19. Sedih akutuh😢😢 https://t.co/afkoseyM2O,bembi85,0,Twitter for Android,[]
2020-04-26 08:04:42,Menu grabfood dikala pandemi virus covid19 biar ga masuk angin gesss 😆 https://t.co/HetgdFpSCL,dennis_alputra,0,Twitter for iPhone,[]
2020-04-26 08:04:19,"Pak Jokowi, Negara Mana Yang Menang Lawan Covid-19 Dengan Diskon Pesawat? https://t.co/kMauXXwG1G",RMOLOfficial,3,Twitter for Android,[]
2020-04-26 08:04:03,Nuhuuun.. #belanjadarirumah #Tokopedia #dirumahaja #JanganMudik https://t.co/K3ISVFMWWd,vjbubu_,0,Twitter for Android,"['belanjadarirumah', 'Tokopedia', 'dirumahaja', 'JanganMudik']"
2020-04-26 08:03:42,majulah indonesiaku dan selamat dari virus covid-19. #RelawanBergerakLawanCovid #RelawanBergerakLawanCovid https://t.co/vhT24nyQ5h,AnitaFerliyana,0,Twitter for iPad,"['RelawanBergerakLawanCovid', 'RelawanBergerakLawanCovid']"
2020-04-26 08:03:31,@lkytsr jangan corona,akbarpratamasta,0,Twitter for Android,[]
2020-04-26 08:03:05,majulah indonesiaku dan merdeka dari virus covid-19. #RelawanBergerakLawanCovid #RelawanBergerakLawanCovid https://t.co/YBhuWPGMJ1,IrawaanWawan,0,Twitter for iPad,"['RelawanBergerakLawanCovid', 'RelawanBergerakLawanCovid']"
2020-04-26 08:02:56,"Udah buluk bangaaatttt ini dikampung gegara corona.
Bgst",nwyulianita,0,Twitter for iPhone,[]
2020-04-26 08:02:55,@rannissya Rapunzel lives in the Kingdom of Corona. Bisa kebetulan gitu ya wkwkw,MuhammedIrfandi,0,Twitter for Android,[]
2020-04-26 08:02:48,Perempuan Berperan Besar Dalam Melawan Covid-19 https://t.co/7Xxsdow5D6,RMOLOfficial,0,Twitter for Android,[]
2020-04-26 08:02:46,"Virus Corona akan meninggalkan Indonesia, Sebelum Hari Kenaikan Isa Almasih, jadi berpuasalah dg tenang, sebentar lagi pasti kita semua, kembali untuk beribadah, sesuai kepercayaan Masing masing, dan Optimislah selalu",RommySudiyarto,0,Twitter for Android,[]
2020-04-26 08:02:34,"Orang Yang Pulih Covid-19 Dianggap Punya Antibodi, WHO: Belum Ada Buktinya https://t.co/auPcmUgoTJ",RMOLOfficial,0,Twitter for Android,[]
2020-04-26 08:02:13,Dari 10 ribu orang yang terinfeksi 80 persen diantaranya adalah pekerja imigran https://t.co/vxTU1UZnwb,republikaonline,3,roltweet,[]
2020-04-26 08:02:10,Kemenkumham Telah Bebaskan 36.554 Napi di Tengah Wabah Corona https://t.co/SR4svltXvR,Shda_Agatha,2,Tweetbot for iΟS,[]
2020-04-26 08:01:46,@Fatimah_Sw33ty @demokrasicoid Cepat Buarkan anak2 alay g biasa kerja mau rampok uang Rakjat d saat covid dan ekonomi ambruk,RoyAbdurrachman,0,Twitter for Android,[]
2020-04-26 08:01:42,"@jokowi @aniesbaswedan kartu pra kerja dan ruang guru dll. Nelen anggaran triliunan, jd corona cm utk uji system aja...",Kaaffah4,0,Twitter for Android,[]
2020-04-26 08:01:28,"Survei Median: Anies Nomor 1 soal Penanganan Corona, Risma Nomor 5 https://t.co/V7V0NMiwKM",AndiRizki_S,0,Twitter for Android,[]
2020-04-26 08:01:18,"Ndak ad yg mau bikin konspirasi, kenapa covid-19 di negara komunis cepat hilang ketimbang di negara liberal ?",geraldi_surya,0,Twitter for Android,[]
2020-04-26 08:01:04,@detikcom Lah memang kebijakan mereka counter dengan kemauan rakyat..... Memang pandemi bisa buat main2 asal2an?,ilhamjati4,0,Twitter for Android,[]
2020-04-26 08:00:39,"Pembatasan sosial dan wilayah memang membuat suasana #Ramadan kali ini tidak semeriah biasanya...tunggu dulu, ternyata sepi kayak sekarang malah membuat ibadah #puasa tahun ini terasa lebih bermakna, lho!

https://t.co/ksZr1bhBza - Elma Adisya #terkini #dirumahaja",the_magdalene,1,Buffer,"['Ramadan', 'puasa', 'terkini', 'dirumahaja']"
2020-04-26 08:00:33,Pemerintah Indonesia terus membantu pemulangan WNI di luar negeri sebagai dampak pandemi global virus corona atau Covid-19. https://t.co/IKimYArIsY,iNewsID,0,dlvr.it,[]
2020-04-26 08:00:30,@vahesta @Tyasadinda13 @Tiffany54914537 @Ndrews1162011 @kurawa Rs swasta mana. Harus di infokan ke banyak orang agar orang2 tahu ada rs swasta yang penanganan covid 19 bisa ditanggung pemerintah. Info bagus itu. Tolong tanyakan lagi ke temannya ya. Makasih.,garisgemilang,0,Twitter for Android,[]
2020-04-26 08:00:08,"Pdhl dia ngaku karena udh kedesak dan memang pas bgt ada corona jd dpt alesan buat ngomong klo ekonomi merosot, pdhl dulu ada yg bilang meroket. https://t.co/XDdct0zcJa",4Matra,0,Twitter for iPhone,[]
2020-04-26 08:00:08,Ada kabar baik nih! Sekarang kamu bisa bantu para petugas medis dan relawan perangi Covid-19 dengan berdonasi di https://t.co/iAKfh22ZV3 Yuk cek info lengkapnya di sini: https://t.co/QquTFfQ97Z,officialgarasi,0,Hootsuite Inc.,[]
2020-04-26 08:00:03,Menilik Persiapan Korea Selatan Hadapi Kemungkinan Gelombang Kedua Covid-19 https://t.co/1XLbEXTAql,DreamersRadioID,0,Dreamers Autotweet,[]
2020-04-26 08:00:01,"Ada Aroma Rekayasa dan Konspirasi Covid 19, Ini Beritanya https://t.co/omoJtfAoa8",indonesiana,0,SocialBee.io v2,[]
2020-04-26 08:00:00,"Lawan COVID-19 dan Alih Fungsi Lahan Demi Ketahanan Pangan 

https://t.co/qDm0ueZfDt",GTVID_News,0,TweetDeck,[]
2020-04-26 07:59:48,"Media Asing: Jamu Dan Doa Tak Manjur, Indonesia Terlambat Tangani Covid-19 https://t.co/3l7fxoWTFm",RMOLOfficial,1,Twitter for Android,[]
2020-04-26 07:59:43,"Corona udah dong main2nya. Gua butuh hangout di hari minggu aka biasanya ke lippo doang siii sm keluarga. Maen temjon, makan jangfut, dll😣😫😭 sumpek dirumah mulu hiks",damelastiur07,0,Twitter for Android,[]
2020-04-26 07:59:39,Memperbanyak orang tertular virus covid19 https://t.co/TSsW3kZZi4,SugitoHys,1,Twitter for Android,[]
2020-04-26 07:59:38,"Pada bulan Ramadan saat ini gizi seimbang sangatlah perlu untuk memenuhi kebutuhan kesehatan bagi tubuh. Apalagi di tengah pandemik COVID 19 ini makan makanan yang memenuhi gizi seimbang sangalah wajib di lakukan.

#asuransiMAG #FairandFriendInsurer #Ramadan https://t.co/attz6qIlxZ",Asuransimag_,0,Twitter for iPhone,"['asuransiMAG', 'FairandFriendInsurer', 'Ramadan']"
2020-04-26 07:59:32,"Pasien Covid-19 USIA MUDA (30-akhir 40-an) luput dari kerusakan paru, tapi terserang STROKE MAUT (""large vessel occlusions""/LVOs) pada arteri dan vena dalam otak. Mengganggu kemampuan bergerak, berbicara, dan membuat keputusan (alias kebingungan). https://t.co/BhzOUK3lVS",ioanesrakhmat,0,Twitter for Android,[]
2020-04-26 07:59:06,Majulah Indonesiaku n bbs dr Virus Covid-19. #RelawanBergerakLawanCovid #RelawanBergerakLawanCovid https://t.co/jaGV6z5oGD,inndah_putri,0,Twitter for Mac,"['RelawanBergerakLawanCovid', 'RelawanBergerakLawanCovid']"
2020-04-26 07:59:01,Mensos Patuhi Rambu KPK terkait Penyaluran Bansos Corona https://t.co/jMdJJQKoxe,liputan6dotcom,1,dlvr.it,[]
2020-04-26 07:59:00,"#SobatKemensetneg berikut ini kami sampaikan beberapa pesan dari Menteri Sekretaris Negara, Bapak Pratikno, terkait dengan berbagai penyesuaian yang harus dilakukan saat pandemi Covid-19. https://t.co/e5wQIsJntp",KemensetnegRI,4,Twitter for iPhone,['SobatKemensetneg']
2020-04-26 07:58:55,"Di tengah kondisi ketidakpastian yang tinggi karena virus Corona, bagaimana cara melakukan investasi yang aman dan menguntungkan? https://t.co/fvGQ9ZV6b3",detikcom,0,Echobox Social,[]
2020-04-26 07:58:50,selesai quarantine ak kayanya bisa jadi chef beneran :)) https://t.co/5OYF8vVaej,Sherly__ang,0,Twitter for Android,[]
2020-04-26 07:58:48,"Pemerintah Provinsi DKI Jakarta memperbarui data kasus virus Corona (COVID-19). Total hingga hari ini, ada 3.746 kasus positif COVID-19 di DKI Jakarta. https://t.co/ghQhrg027I",detikcom,0,Echobox Social,[]
2020-04-26 07:58:46,"New York, Amerika Serikat akan memungkinkan apotek melakukan tes virus Corona (COVID-19). https://t.co/hxR5xRAqlo",detikcom,0,Echobox Social,[]
2020-04-26 07:58:45,Beredar viral video seorang tengah berceramah di pinggir jalan mengenai salat Jumat di tengah wabah Corona. Orang tersebut rupanya adalah Ketua MUI Kaltara. https://t.co/icOWWkwP7F,detikcom,5,Echobox Social,[]
2020-04-26 07:58:43,"Kakek di Klaten positif Corona diduga tertular cucunya. Ketika akan dicek, si cucu sudah kembali ke Jakarta. Saat dilacak, bahkan telah pergi ke kota lain. https://t.co/VJNRk6TFNA",detikcom,26,Echobox Social,[]
2020-04-26 07:58:41,"Indef soal penanganan Corona: Luhut Pandjaitan, Yasonna Laoly, serta Menteri Kesehatan Terawan Agus Putranto mendapat banyak sentimen negatif dari warganet. https://t.co/3Yk7kNTWPX",detikcom,10,Echobox Social,[]
2020-04-26 07:58:39,Beredar viral video seorang tengah berceramah di pinggir jalan mengenai salat Jumat di tengah wabah Corona. Orang tersebut rupanya adalah Ketua MUI Kaltara. https://t.co/2HQRqjp0Ta,detikcom,4,Echobox Social,[]
2020-04-26 07:58:13,Majulah Indonesiaku dan Bebas dari Virus Covid-19. #RelawanBergerakLawanCovid #RelawanBergerakLawanCovid https://t.co/qNdzwcOUYF,VaniaaTasya,0,Twitter for Mac,"['RelawanBergerakLawanCovid', 'RelawanBergerakLawanCovid']"
2020-04-26 07:57:39,Udah ada 1 titik merah #COVID19 #VirusCorona https://t.co/RVNrm3HARk,sangprabv,0,Twitter for Android,"['COVID19', 'VirusCorona']"
2020-04-26 07:56:41,"Jangan hanya bisa mencari kelemahan negeri sendiri... mari kita lihat negara-negara lain 
COVID-19 in Asia: A Country-By-Country Guide @Diplomat_APAC https://t.co/FOj3IermU9",Ida_R_Noor,0,Twitter for Android,[]
2020-04-26 07:56:22,Riset Indef: Kebijakan Pemerintah Terkait Covid-19 Lebih Banyak Direspons Negatif https://t.co/rxLPeYuJFH https://t.co/PPs0jVYaU7,Beritasatu,0,beritasatu,[]
2020-04-26 07:56:00,Menu buka puasa itu diantarkan dari rumah ke rumah warga terdampak Covid-19. https://t.co/xmTjjw8Lvi,republikaonline,3,roltweet,[]
2020-04-26 07:55:47,"@WargaKelasDua @srkianID Pemerintah Vietnam juga dari Januari udah serius perang sama Corona. Pemerintah di sini becanda aja sampe mau Maret 😌, gimana mau ngatur? Dari level bawah sampe atas gak satu suara.",qaedif,1,Twitter for Android,[]
2020-04-26 07:55:15,Jangan Mudik Kalau Tak Ingin Bawa Virus Corona ke Kampung #TauCepatTanpaBatas #BeritaTerkini #Berita #News #BeritaNasional . https://t.co/BnxxGYyvil,okezonenews,0,OkezoneMobile,"['TauCepatTanpaBatas', 'BeritaTerkini', 'Berita', 'News', 'BeritaNasional']"
2020-04-26 07:55:05,"Kabar Baik, 11 Pasien Covid-19 di Kota Semarang Kembali Semb https://t.co/vyg7YAWoLF",GATRA_News,0,GATRA.com,[]
2020-04-26 07:55:02,IDAI Harap Orang Tua Tetap Perhatikan Imunisasi Anak Saat Pandemi Corona Covid-19 https://t.co/oj2Ue02j7w,liputan6dotcom,1,dlvr.it,[]
2020-04-26 07:54:06,"Corona udahan dong,gue mau kontrol behelll",weirdgurlzz2,0,Twitter for iPhone,[]
2020-04-26 07:54:01,"Para petani di Jawa Tengah mulai melaksanakan panen padi di tengah pandemi Covid-19. Setelah Kabupaten Semarang, Sabtu (25/4) lalu, Kabupaten Kendal, juga mulai memasuki masa panen raya: https://t.co/qAWjCvCOqH",Villagerspost,0,Twitter Web App,[]
2020-04-26 07:53:52,"Mahasiswi surabaya mjd relawan covid-19 di jakarta

Dia menuruti kata hatinya utk membantu masyarakat yg terpapar covid-19

Sangat mulia 👍😇

#RelawanBergerakLawanCovid https://t.co/7SzDtQSkyw",sielvhen95,61,Twitter for Android,['RelawanBergerakLawanCovid']
2020-04-26 07:53:40,"Seperti halnya liputan perang, psikis jurnalis peliput Covid-19 juga perlu dijaga. Bagi yg tertarik, silakan ikuti diskusi AJI Jakarta ini. https://t.co/cD4zE9T5OM",AJIIndonesia,9,Twitter Web App,[]
2020-04-26 07:53:14,"Banyak Yang Kritik Penanganan Indonesia Soal Pandemi Covid-19, Ini Kata Susi Pudjiastuti https://t.co/qDbUSCHzFy https://t.co/6RSCjXqqqK",Nanggroe_net,0,WordPress.com,[]
